CARD_ID|IMPL.|SET|FORMAT|TYPE|CLASS|NAME|TEXT
KAR_702|True|KARA|S|MINION|NEUTRAL|Menagerie Magician|<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.
KAR_710|True|KARA|S|MINION|NEUTRAL|Arcanosmith|<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.
KAR_711|True|KARA|S|MINION|NEUTRAL|Arcane Giant|Costs (1) less for each spell you've cast this game.
KAR_712|True|KARA|S|MINION|NEUTRAL|Violet Illusionist|During your turn, your hero is <b>Immune</b>.
LOE_002|True|LOE|W|SPELL|MAGE|Forgotten Torch|Deal $3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage. *spelldmg
LOE_003|True|LOE|W|MINION|MAGE|Ethereal Conjurer|<b>Battlecry: Discover</b> a spell.
LOE_006|True|LOE|W|MINION|PRIEST|Museum Curator|<b>Battlecry: Discover</b> a <b>Deathrattle</b> card.
LOE_007|True|LOE|W|SPELL|WARLOCK|Curse of Rafaam|Give your opponent a 'Cursed!' card. While they hold it, they take 2 damage on their turn.
LOE_009|True|LOE|W|MINION|WARRIOR|Obsidian Destroyer|At the end of your turn, summon a 1/1 Scarab with <b>Taunt</b>.
LOE_010|True|LOE|W|MINION|ROGUE|Pit Snake|<b>Poisonous</b>
LOE_011|True|LOE|W|MINION|NEUTRAL|Reno Jackson|<b>Battlecry:</b> If your deck has no duplicates, fully heal your hero.
LOE_012|True|LOE|W|MINION|ROGUE|Tomb Pillager|<b>Deathrattle:</b> Add a Coin to your hand.
LOE_016|True|LOE|W|MINION|SHAMAN|Rumbling Elemental|After you play a <b>Battlecry</b> minion, deal 2 damage to a random enemy.
LOE_017|True|LOE|W|MINION|PALADIN|Keeper of Uldaman|<b>Battlecry:</b> Set a minion's Attack and Health to 3.
LOE_018|True|LOE|W|MINION|SHAMAN|Tunnel Trogg|Whenever you <b>Overload</b>, gain +1 Attack per locked Mana Crystal.
LOE_019|True|LOE|W|MINION|ROGUE|Unearthed Raptor|<b>Battlecry:</b> Choose a friendly minion. Gain a copy of its_<b>Deathrattle</b>.
LOE_020|True|LOE|W|MINION|HUNTER|Desert Camel|<b>Battlecry:</b> Put a 1-Cost minion from each deck into the battlefield.
LOE_021|True|LOE|W|SPELL|HUNTER|Dart Trap|<b>Secret:</b> After an opposing <b>Hero Power</b> is used, deal $5 damage to a random enemy. *spelldmg
LOE_022|True|LOE|W|MINION|WARRIOR|Fierce Monkey|<b>Taunt</b>
LOE_023|True|LOE|W|MINION|WARLOCK|Dark Peddler|<b>Battlecry: Discover</b> a 1-Cost card.
LOE_026|True|LOE|W|SPELL|PALADIN|Anyfin Can Happen|Summon 7 Murlocs that died this game.
LOE_027|True|LOE|W|SPELL|PALADIN|Sacred Trial|<b>Secret:</b> After your opponent has at least 3 minions and plays another, destroy it.
LOE_029|True|LOE|W|MINION|NEUTRAL|Jeweled Scarab|<b>Battlecry: Discover</b> a 3-Cost card.
LOE_038|True|LOE|W|MINION|NEUTRAL|Naga Sea Witch|Your cards cost (5).
LOE_039|True|LOE|W|MINION|NEUTRAL|Gorillabot A-3|<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.
LOE_046|True|LOE|W|MINION|NEUTRAL|Huge Toad|<b>Deathrattle:</b> Deal 1 damage to a random enemy.
LOE_047|True|LOE|W|MINION|NEUTRAL|Tomb Spider|<b>Battlecry: Discover</b> a Beast.
LOE_050|True|LOE|W|MINION|DRUID|Mounted Raptor|<b>Deathrattle:</b> Summon a random 1-Cost minion.
LOE_051|True|LOE|W|MINION|DRUID|Jungle Moonkin|Both players have <b>Spell Damage +2</b>.
LOE_061|True|LOE|W|MINION|NEUTRAL|Anubisath Sentinel|<b>Deathrattle:</b> Give a random friendly minion +3/+3.
LOE_073|True|LOE|W|MINION|NEUTRAL|Fossilized Devilsaur|<b>Battlecry:</b> If you control a Beast, gain <b>Taunt</b>.
LOE_076|True|LOE|W|MINION|NEUTRAL|Sir Finley Mrrgglton|<b>Battlecry: Discover</b> a new basic Hero Power.
LOE_077|True|LOE|W|MINION|NEUTRAL|Brann Bronzebeard|Your <b>Battlecries</b> trigger twice.
LOE_079|True|LOE|W|MINION|NEUTRAL|Elise Starseeker|<b>Battlecry:</b> Shuffle the 'Map to the Golden Monkey'   into your deck.
LOE_086|True|LOE|W|MINION|NEUTRAL|Summoning Stone|Whenever you cast a spell, summon a random minion of the same Cost.
LOE_089|True|LOE|W|MINION|NEUTRAL|Wobbling Runts|<b>Deathrattle:</b> Summon three 2/2 Runts.
LOE_092|True|LOE|W|MINION|NEUTRAL|Arch-Thief Rafaam|<b>Battlecry: Discover</b> a powerful Artifact.
LOE_104|True|LOE|W|SPELL|PRIEST|Entomb|Choose an enemy minion. Shuffle it into your deck.
LOE_105|True|LOE|W|SPELL|HUNTER|Explorer's Hat|Give a minion +1/+1 and "<b>Deathrattle:</b> Add an Explorer's Hat to your hand."
LOE_107|True|LOE|W|MINION|NEUTRAL|Eerie Statue|Can’t attack unless it’s the only minion in the battlefield.
LOE_110|True|LOE|W|MINION|NEUTRAL|Ancient Shade|<b>Battlecry:</b> Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.
LOE_111|True|LOE|W|SPELL|PRIEST|Excavated Evil|Deal $3 damage to all minions. Shuffle this card into your opponent's deck. *spelldmg
LOE_113|True|LOE|W|SPELL|SHAMAN|Everyfin is Awesome|Give your minions +2/+2. Costs (1) less for each Murloc you control.
LOE_115|True|LOE|W|SPELL|DRUID|Raven Idol|<b>Choose One -</b> <b>Discover</b> a minion; or <b>Discover</b> a spell.
LOE_116|True|LOE|W|MINION|WARLOCK|Reliquary Seeker|<b>Battlecry:</b> If you have 6 other minions, gain +4/+4.
LOE_118|True|LOE|W|WEAPON|WARRIOR|Cursed Blade|Double all damage dealt to your hero.
LOE_119|True|LOE|W|MINION|MAGE|Animated Armor|Your hero can only take 1 damage at a time.
LOEA10_3|True|LOE|W|MINION|NEUTRAL|Murloc Tinyfin|
NEW1_003|True|CORE|S|SPELL|WARLOCK|Sacrificial Pact|Destroy a Demon. Restore #5 Health to your hero.
NEW1_004|True|CORE|S|SPELL|ROGUE|Vanish|Return all minions to their owner's hand.
NEW1_005|True|EXPERT1|S|MINION|ROGUE|Kidnapper|<b>Combo:</b> Return a minion to_its owner's hand.
NEW1_007|True|EXPERT1|S|SPELL|DRUID|Starfall|<b>Choose One -</b> Deal $5 damage to a minion; or $2 damage to all enemy minions. *spelldmg
NEW1_008|True|EXPERT1|S|MINION|DRUID|Ancient of Lore|<b>Choose One -</b> Draw a card; or Restore 5 Health.
NEW1_010|True|EXPERT1|S|MINION|SHAMAN|Al'Akir the Windlord|<b>Windfury, Charge, Divine Shield, Taunt</b>
NEW1_011|True|CORE|S|MINION|WARRIOR|Kor'kron Elite|<b>Charge</b>
NEW1_012|True|EXPERT1|S|MINION|MAGE|Mana Wyrm|Whenever you cast a spell, gain +1 Attack.
NEW1_014|True|EXPERT1|S|MINION|ROGUE|Master of Disguise|<b>Battlecry:</b> Give a friendly minion <b>Stealth</b> until your next turn.
NEW1_017|True|EXPERT1|S|MINION|NEUTRAL|Hungry Crab|<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.
NEW1_018|True|EXPERT1|S|MINION|NEUTRAL|Bloodsail Raider|<b>Battlecry:</b> Gain Attack equal to the Attack of your weapon.
NEW1_019|True|EXPERT1|S|MINION|NEUTRAL|Knife Juggler|After you summon a minion, deal 1 damage to a random enemy.
NEW1_020|True|EXPERT1|S|MINION|NEUTRAL|Wild Pyromancer|After you cast a spell, deal 1 damage to ALL minions.
NEW1_021|True|EXPERT1|S|MINION|NEUTRAL|Doomsayer|At the start of your turn, destroy ALL minions.
NEW1_022|True|EXPERT1|S|MINION|NEUTRAL|Dread Corsair|<b>Taunt</b> Costs (1) less per Attack of_your weapon.
NEW1_023|True|EXPERT1|S|MINION|NEUTRAL|Faerie Dragon|Can't be targeted by spells or Hero Powers.
NEW1_024|True|EXPERT1|S|MINION|NEUTRAL|Captain Greenskin|<b>Battlecry:</b> Give your weapon +1/+1.
NEW1_025|True|EXPERT1|S|MINION|NEUTRAL|Bloodsail Corsair|<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.
NEW1_026|True|EXPERT1|S|MINION|NEUTRAL|Violet Teacher|Whenever you cast a spell, summon a 1/1 Violet Apprentice.
NEW1_027|True|EXPERT1|S|MINION|NEUTRAL|Southsea Captain|Your other Pirates have +1/+1.
NEW1_029|True|EXPERT1|S|MINION|NEUTRAL|Millhouse Manastorm|<b>Battlecry:</b> Enemy spells cost (0) next turn.
NEW1_030|True|EXPERT1|S|MINION|NEUTRAL|Deathwing|<b>Battlecry:</b> Destroy all other minions and discard your_hand.
NEW1_031|True|CORE|S|SPELL|HUNTER|Animal Companion|Summon a random Beast Companion.
NEW1_036|False|EXPERT1|S|SPELL|WARRIOR|Commanding Shout|Your minions can't be reduced below 1 Health this turn. Draw a card.
NEW1_037|True|EXPERT1|S|MINION|NEUTRAL|Master Swordsmith|At the end of your turn, give another random friendly minion +1 Attack.
NEW1_038|True|EXPERT1|S|MINION|NEUTRAL|Gruul|At the end of each turn, gain +1/+1 .
NEW1_040|True|EXPERT1|S|MINION|NEUTRAL|Hogger|At the end of your turn, summon a 2/2 Gnoll with_<b>Taunt</b>.
NEW1_041|True|EXPERT1|S|MINION|NEUTRAL|Stampeding Kodo|<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.
OG_006|True|OG|S|MINION|PALADIN|Vilefin Inquisitor|<b>Battlecry:</b> Your Hero Power becomes 'Summon a   1/1 Murloc.'
OG_023|True|OG|S|SPELL|SHAMAN|Primal Fusion|Give a minion +1/+1 for each of your Totems.
OG_024|True|OG|S|MINION|SHAMAN|Flamewreathed Faceless|<b>Overload:</b> (2)
OG_026|True|OG|S|MINION|SHAMAN|Eternal Sentinel|<b>Battlecry:</b> Unlock your <b>Overloaded</b> Mana Crystals.
OG_027|True|OG|S|SPELL|SHAMAN|Evolve|Transform your minions into random minions that cost (1) more.
OG_028|True|OG|S|MINION|SHAMAN|Thing from Below|<b>Taunt</b> Costs (1) less for each Totem you've summoned this game.
OG_031|True|OG|S|WEAPON|SHAMAN|Hammer of Twilight|<b>Deathrattle:</b> Summon a 4/2 Elemental.
OG_033|True|OG|S|WEAPON|WARRIOR|Tentacles for Arms|<b>Deathrattle:</b> Return this to your hand.
OG_034|True|OG|S|MINION|NEUTRAL|Silithid Swarmer|Can only attack if your hero attacked this turn.
OG_042|True|OG|S|MINION|NEUTRAL|Y'Shaarj, Rage Unbound|At the end of your turn, put a minion from your deck into the battlefield.
OG_044|True|OG|S|MINION|DRUID|Fandral Staghelm|Your <b>Choose One</b> cards have both effects combined.
OG_045|True|OG|S|SPELL|HUNTER|Infest|Give your minions "<b>Deathrattle:</b> Add a random Beast to your hand."
OG_047|True|OG|S|SPELL|DRUID|Feral Rage|<b>Choose One -</b> Give your hero +4 Attack this turn; or Gain 8 Armor.
OG_048|True|OG|S|SPELL|DRUID|Mark of Y'Shaarj|Give a minion +2/+2. If it's a Beast, draw a card.
OG_051|True|OG|S|MINION|DRUID|Forbidden Ancient|<b>Battlecry:</b> Spend all your Mana. Gain +1/+1 for each mana spent.
OG_061|True|OG|S|SPELL|HUNTER|On the Hunt|Deal $1 damage. Summon a 1/1 Mastiff. *spelldmg
OG_070|True|OG|S|MINION|ROGUE|Bladed Cultist|<b>Combo:</b> Gain +1/+1.
OG_072|True|OG|S|SPELL|ROGUE|Journey Below|<b>Discover</b> a <b>Deathrattle</b> card.
OG_073|True|OG|S|SPELL|ROGUE|Thistle Tea|Draw a card. Add 2 extra copies of it to your hand.
OG_080|True|OG|S|MINION|ROGUE|Xaril, Poisoned Mind|<b>Battlecry and Deathrattle:</b> Add a random Toxin card to your hand.
OG_081|True|OG|S|SPELL|MAGE|Shatter|Destroy a <b>Frozen</b> minion.
OG_082|True|OG|S|MINION|NEUTRAL|Evolved Kobold|<b>Spell Damage +2</b>
OG_083|True|OG|S|MINION|MAGE|Twilight Flamecaller|<b>Battlecry:</b> Deal 1 damage to all enemy minions.
OG_085|True|OG|S|MINION|MAGE|Demented Frostcaller|After you cast a spell, <b>Freeze</b> a random enemy.
OG_086|True|OG|S|SPELL|MAGE|Forbidden Flame|Spend all your Mana. Deal that much damage to a minion. *spelldmg
OG_087|False|OG|S|MINION|MAGE|Servant of Yogg-Saron|<b>Battlecry:</b> Cast a random spell that costs (5) or less <i>(targets chosen randomly)</i>.
OG_090|True|OG|S|SPELL|MAGE|Cabalist's Tome|Add 3 random Mage spells to your hand.
OG_094|True|OG|S|SPELL|PRIEST|Power Word: Tentacles|Give a minion +2/+6.
OG_096|True|OG|S|MINION|PRIEST|Twilight Darkmender|<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.
OG_100|True|OG|S|SPELL|PRIEST|Shadow Word: Horror|Destroy all minions with 2 or less Attack.
OG_101|True|OG|S|SPELL|PRIEST|Forbidden Shaping|Spend all your Mana. Summon a random minion that costs that much.
OG_102|False|OG|S|MINION|NEUTRAL|Darkspeaker|<b>Battlecry:</b> Swap stats with a friendly minion.
OG_104|False|OG|S|SPELL|PRIEST|Embrace the Shadow|This turn, your healing effects deal damage instead.
OG_109|True|OG|S|MINION|WARLOCK|Darkshire Librarian|<b>Battlecry:</b> Discard a random card. <b>Deathrattle:</b> Draw a card.
OG_113|True|OG|S|MINION|WARLOCK|Darkshire Councilman|After you summon a minion, gain +1 Attack.
OG_114|True|OG|S|SPELL|WARLOCK|Forbidden Ritual|Spend all your Mana. Summon that many 1/1 Tentacles.
OG_116|True|OG|S|SPELL|WARLOCK|Spreading Madness|Deal $9 damage randomly split among ALL characters. *spelldmg
OG_118|False|OG|S|SPELL|WARLOCK|Renounce Darkness|Replace your Hero Power and Warlock cards with another class's. The cards cost (1) less.
OG_120|True|OG|S|MINION|MAGE|Anomalus|<b>Deathrattle:</b> Deal 8 damage to all minions.
OG_121|False|OG|S|MINION|WARLOCK|Cho'gall|<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.
OG_122|True|OG|S|MINION|NEUTRAL|Mukla, Tyrant of the Vale|<b>Battlecry:</b> Add 2 Bananas to your hand.
OG_123|False|OG|S|MINION|NEUTRAL|Shifter Zerus|Each turn this is in your hand, transform it into a random minion.
OG_131|True|OG|S|MINION|NEUTRAL|Twin Emperor Vek'lor|<b><b>Taunt</b> Battlecry:</b> If your C'Thun has at least 10 Attack, summon another Emperor.
OG_133|True|OG|S|MINION|NEUTRAL|N'Zoth, the Corruptor|<b>Battlecry:</b> Summon your <b>Deathrattle</b> minions that died this game.
OG_134|False|OG|S|MINION|NEUTRAL|Yogg-Saron, Hope's End|<b>Battlecry:</b> Cast a random spell for each spell you've cast this game <i>(targets chosen randomly)</i>.
OG_138|True|OG|S|MINION|NEUTRAL|Nerubian Prophet|At the start of your turn, reduce this card's Cost by (1).
OG_141|True|OG|S|MINION|NEUTRAL|Faceless Behemoth|
OG_142|True|OG|S|MINION|NEUTRAL|Eldritch Horror|
OG_145|True|OG|S|MINION|NEUTRAL|Psych-o-Tron|<b>Taunt</b> <b>Divine Shield</b>
OG_147|True|OG|S|MINION|NEUTRAL|Corrupted Healbot|<b>Deathrattle:</b> Restore 8 Health to the enemy hero.
OG_149|True|OG|S|MINION|WARRIOR|Ravaging Ghoul|<b>Battlecry:</b> Deal 1 damage to all other minions.
OG_150|True|OG|S|MINION|NEUTRAL|Aberrant Berserker|<b>Enrage:</b> +2 Attack.
OG_151|True|OG|S|MINION|NEUTRAL|Tentacle of N'Zoth|<b>Deathrattle:</b> Deal 1 damage to all minions.
OG_152|True|OG|S|MINION|NEUTRAL|Grotesque Dragonhawk|<b>Windfury</b>
OG_153|True|OG|S|MINION|NEUTRAL|Bog Creeper|<b>Taunt</b>
OG_156|True|OG|S|MINION|NEUTRAL|Bilefin Tidehunter|<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.
OG_158|True|OG|S|MINION|NEUTRAL|Zealous Initiate|<b>Deathrattle:</b> Give a random friendly minion +1/+1.
OG_161|True|OG|S|MINION|NEUTRAL|Corrupted Seer|<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.
OG_162|True|OG|S|MINION|NEUTRAL|Disciple of C'Thun|<b>Battlecry:</b> Deal 2 damage. Give your C'Thun +2/+2 <i>(wherever it is)</i>.
OG_173|False|OG|S|MINION|NEUTRAL|Blood of The Ancient One|If you control two of these at the end of your turn, merge them into 'The Ancient One'.
OG_174|True|OG|S|MINION|NEUTRAL|Faceless Shambler|<b>Taunt</b> <b>Battlecry:</b> Copy a friendly minion's Attack and Health.
OG_176|True|OG|S|SPELL|ROGUE|Shadow Strike|Deal $5 damage to an undamaged character. *spelldmg
OG_179|True|OG|S|MINION|HUNTER|Fiery Bat|<b>Deathrattle:</b> Deal 1 damage to a random enemy.
OG_188|True|OG|S|MINION|DRUID|Klaxxi Amber-Weaver|<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.
OG_195|True|OG|S|SPELL|DRUID|Wisps of the Old Gods|<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.
OG_198|True|OG|S|SPELL|PALADIN|Forbidden Healing|Spend all your Mana. Restore twice that much Health.
OG_200|True|OG|S|MINION|NEUTRAL|Validated Doomsayer|At the start of your turn, set this minion's Attack to 7.
OG_202|True|OG|S|MINION|DRUID|Mire Keeper|<b>Choose One -</b> Summon a 2/2 Slime; or Gain an empty Mana Crystal.
OG_206|True|OG|S|SPELL|SHAMAN|Stormcrack|Deal $4 damage to a minion. <b>Overload:</b> (1) *spelldmg
OG_207|True|OG|S|MINION|MAGE|Faceless Summoner|<b>Battlecry:</b> Summon a random 3-Cost minion.
OG_209|False|OG|S|MINION|SHAMAN|Hallazeal the Ascended|Whenever your spells deal damage, restore that much Health to your hero.
OG_211|True|OG|S|SPELL|HUNTER|Call of the Wild|Summon all three Animal Companions.
OG_216|True|OG|S|MINION|HUNTER|Infested Wolf|<b>Deathrattle:</b> Summon two 1/1 Spiders.
OG_218|True|OG|S|MINION|WARRIOR|Bloodhoof Brave|<b>Taunt</b> <b>Enrage:</b> +3 Attack.
OG_220|True|OG|S|MINION|WARRIOR|Malkorok|<b>Battlecry:</b> Equip a random weapon.
OG_221|True|OG|S|MINION|PALADIN|Selfless Hero|<b>Deathrattle:</b> Give a random friendly minion <b>Divine Shield</b>.
OG_222|True|OG|S|WEAPON|PALADIN|Rallying Blade|<b>Battlecry:</b> Give +1/+1 to your minions with <b>Divine Shield</b>.
OG_223|True|OG|S|SPELL|PALADIN|Divine Strength|Give a minion +1/+2.
OG_229|True|OG|S|MINION|PALADIN|Ragnaros, Lightlord|At the end of your turn, restore 8 Health to a damaged friendly character.
OG_234|True|OG|S|MINION|PRIEST|Darkshire Alchemist|<b>Battlecry:</b> Restore 5 Health.
OG_239|True|OG|S|SPELL|WARLOCK|DOOM!|Destroy all minions. Draw a card for each.
OG_241|True|OG|S|MINION|WARLOCK|Possessed Villager|<b>Deathrattle:</b> Summon a 1/1 Shadowbeast.
OG_247|True|OG|S|MINION|NEUTRAL|Twisted Worgen|<b>Stealth</b>
OG_248|True|OG|S|MINION|NEUTRAL|Am'gam Rager|
OG_249|True|OG|S|MINION|NEUTRAL|Infested Tauren|<b>Taunt</b> <b>Deathrattle:</b> Summon a 2/2 Slime.
OG_254|False|OG|S|MINION|NEUTRAL|Eater of Secrets|<b>Battlecry:</b> Destroy all enemy <b>Secrets</b>. Gain +1/+1 for each.
OG_255|True|OG|S|MINION|NEUTRAL|Doomcaller|<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i> If it's dead, shuffle it into your deck.
OG_256|True|OG|S|MINION|NEUTRAL|Spawn of N'Zoth|<b>Deathrattle:</b> Give your minions +1/+1.
OG_267|True|OG|S|MINION|ROGUE|Southsea Squidface|<b>Deathrattle:</b> Give your weapon +2 Attack.
OG_271|True|OG|S|MINION|NEUTRAL|Scaled Nightmare|At the start of your turn, double this minion's Attack.
OG_272|True|OG|S|MINION|NEUTRAL|Twilight Summoner|<b>Deathrattle:</b> Summon a 5/5 Faceless Destroyer.
OG_273|True|OG|S|SPELL|PALADIN|Stand Against Darkness|Summon five 1/1 Silver Hand Recruits.
OG_276|True|OG|S|SPELL|WARRIOR|Blood Warriors|Add a copy of each damaged friendly minion to your hand.
OG_280|True|OG|S|MINION|NEUTRAL|C'Thun|<b>Battlecry:</b> Deal damage equal to this minion's Attack randomly split among all enemies.
OG_281|True|OG|S|MINION|NEUTRAL|Beckoner of Evil|<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>
OG_282|False|OG|S|MINION|ROGUE|Blade of C'Thun|<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to_your C'Thun's <i>(wherever it is).</i>
OG_283|True|OG|S|MINION|NEUTRAL|C'Thun's Chosen|<b>Divine Shield</b> <b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>
OG_284|True|OG|S|MINION|NEUTRAL|Twilight Geomancer|<b>Taunt</b> <b>Battlecry:</b> Give your C'Thun <b>Taunt</b> <i>(wherever it is).</i>
OG_286|True|OG|S|MINION|NEUTRAL|Twilight Elder|At the end of your turn, give your C'Thun +1/+1 <i>(wherever it is).</i>
OG_290|True|OG|S|MINION|NEUTRAL|Ancient Harbinger|At the start of your turn, put a 10-Cost minion from your deck into your hand.
OG_291|False|OG|S|MINION|ROGUE|Shadowcaster|<b>Battlecry:</b> Choose a friendly minion. Add a 1/1 copy to_your hand that costs_(1).
OG_292|True|OG|S|MINION|HUNTER|Forlorn Stalker|<b>Battlecry:</b> Give all <b>Deathrattle</b> minions in your hand +1/+1.
OG_293|True|OG|S|MINION|DRUID|Dark Arakkoa|<b>Taunt</b> <b>Battlecry:</b> Give your C'Thun +3/+3 <i>(wherever it is).</i>
OG_295|True|OG|S|MINION|NEUTRAL|Cult Apothecary|<b>Battlecry:</b> For each enemy minion, restore 2 Health to your hero.
OG_300|True|OG|S|MINION|NEUTRAL|The Boogeymonster|Whenever this attacks and kills a minion, gain +2/+2.
OG_301|True|OG|S|MINION|WARRIOR|Ancient Shieldbearer|<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.
OG_302|True|OG|S|MINION|WARLOCK|Usher of Souls|Whenever a friendly minion dies, give your C'Thun +1/+1 <i>(wherever it is).</i>
OG_303|True|OG|S|MINION|MAGE|Cult Sorcerer|<b><b>Spell Damage</b> +1</b> After you cast a spell, give your C'Thun +1/+1 <i>(wherever it is).</i>
OG_308|True|OG|S|MINION|HUNTER|Giant Sand Worm|Whenever this attacks and kills a minion, it may attack again.
OG_309|True|OG|S|MINION|HUNTER|Princess Huhuran|<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b> effect.
OG_310|True|OG|S|MINION|PALADIN|Steward of Darkshire|Whenever you summon a 1-Health minion, give it <b>Divine Shield</b>.
OG_311|True|OG|S|SPELL|PALADIN|A Light in the Darkness|<b>Discover</b> a minion. Give it +1/+1.
OG_312|True|OG|S|MINION|WARRIOR|N'Zoth's First Mate|<b>Battlecry:</b> Equip a 1/3 Rusty Hook.
OG_313|True|OG|S|MINION|DRUID|Addled Grizzly|After you summon a minion, give it +1/+1.
OG_314|True|OG|S|SPELL|WARRIOR|Blood To Ichor|Deal $1 damage to a minion. If it survives, summon a 2/2 Slime. *spelldmg
OG_315|True|OG|S|MINION|WARRIOR|Bloodsail Cultist|<b>Battlecry:</b> If you control another Pirate, give your weapon +1/+1.
OG_316|False|OG|S|MINION|PRIEST|Herald Volazj|<b>Battlecry:</b> Summon a 1/1 copy of each of your other minions.
OG_317|True|OG|S|MINION|NEUTRAL|Deathwing, Dragonlord|<b>Deathrattle:</b> Put all Dragons from your hand into the battlefield.
OG_318|True|OG|S|MINION|NEUTRAL|Hogger, Doom of Elwynn|Whenever this minion takes damage, summon a 2/2 Gnoll with <b>Taunt</b>.
OG_320|True|OG|S|MINION|NEUTRAL|Midnight Drake|<b>Battlecry:</b> Gain +1 Attack for each other card in your hand.
OG_321|True|OG|S|MINION|NEUTRAL|Crazed Worshipper|<b>Taunt.</b> Whenever this minion takes damage, give your C'Thun +1/+1 <i>(wherever it is).</i>
OG_322|True|OG|S|MINION|NEUTRAL|Blackwater Pirate|Your weapons cost (2) less.
OG_323|True|OG|S|MINION|NEUTRAL|Polluted Hoarder|<b>Deathrattle:</b> Draw a card.
OG_325|True|OG|S|MINION|HUNTER|Carrion Grub|
OG_326|True|OG|S|MINION|NEUTRAL|Duskboar|
OG_327|True|OG|S|MINION|NEUTRAL|Squirming Tentacle|<b>Taunt</b>
OG_328|True|OG|S|MINION|SHAMAN|Master of Evolution|<b>Battlecry:</b> Transform a friendly minion into a random one that costs (1) more.
OG_330|True|OG|S|MINION|ROGUE|Undercity Huckster|<b>Deathrattle:</b> Add a random class card to your hand <i>(from your opponent's class)</i>.
OG_334|True|OG|S|MINION|PRIEST|Hooded Acolyte|Whenever a character is healed, give your C'Thun +1/+1 <i>(wherever it is).</i>
OG_335|True|OG|S|MINION|PRIEST|Shifting Shade|<b>Deathrattle:</b> Copy a card from your opponent's deck _and add it to your hand.
OG_337|True|OG|S|MINION|NEUTRAL|Cyclopian Horror|<b>Taunt</b>. <b>Battlecry:</b> Gain      +1 Health for each enemy minion.
OG_338|True|OG|S|MINION|NEUTRAL|Nat, the Darkfisher|At the start of your opponent's turn, they have a 50% chance to draw an extra card.
OG_339|True|OG|S|MINION|NEUTRAL|Skeram Cultist|<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>
OG_340|True|OG|S|MINION|NEUTRAL|Soggoth the Slitherer|<b>Taunt</b> Can't be targeted by spells or Hero Powers.
tt_004|True|EXPERT1|S|MINION|NEUTRAL|Flesheating Ghoul|Whenever a minion dies, gain +1 Attack.
tt_010|False|EXPERT1|S|SPELL|MAGE|Spellbender|<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.
UNG_001|False|UNGORO|S|MINION|NEUTRAL|Pterrordax Hatchling|<b><b>Battlecry:</b> Adapt</b>.
UNG_002|False|UNGORO|S|MINION|NEUTRAL|Volcanosaur|<b>Battlecry:</b> <b>Adapt</b>, then_<b>Adapt</b>.
UNG_004|False|UNGORO|S|SPELL|PALADIN|Dinosize|Set a minion's Attack and Health to 10.
UNG_009|False|UNGORO|S|MINION|NEUTRAL|Ravasaur Runt|<b>Battlecry:</b> If you control at_least 2 other minions, <b>Adapt.</b>
UNG_010|True|UNGORO|S|MINION|NEUTRAL|Sated Threshadon|<b>Deathrattle:</b> Summon three 1/1 Murlocs.
UNG_011|False|UNGORO|S|MINION|PALADIN|Hydrologist|<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>.
UNG_015|False|UNGORO|S|MINION|PALADIN|Sunkeeper Tarim|<b>Taunt</b> <b>Battlecry:</b> Set all other minions' Attack and Health to 3.
UNG_018|False|UNGORO|S|SPELL|MAGE|Flame Geyser|Deal $2 damage. Add a 1/2 Elemental to_your hand. *spelldmg
UNG_019|False|UNGORO|S|MINION|SHAMAN|Air Elemental|Can't be targeted by spells or Hero Powers.
UNG_020|False|UNGORO|S|MINION|MAGE|Arcanologist|<b>Battlecry:</b> Draw a <b>Secret</b> from your deck.
UNG_021|False|UNGORO|S|MINION|MAGE|Steam Surger|<b>Battlecry:</b> If you played an Elemental last turn, add a 'Flame Geyser' to your hand.
UNG_022|False|UNGORO|S|MINION|PRIEST|Mirage Caller|<b>Battlecry:</b> Choose a friendly minion. Summon a 1/1 copy of it.
